0	1
0.05	-1.5
0.1	2.25
0.15	-3.375
0.2	5.0625
0.25	-7.59375
0.3	11.390625
0.35	-17.0859375
0.4	25.62890625
0.45	-38.443359375
0.5	57.6650390625
0.55	-86.4975585938
0.6	129.7463378906
0.65	-194.6195068359
0.7	291.9292602539
0.75	-437.8938903809
0.8	656.8408355713
0.85	-985.2612533569
0.9	1477.8918800354
0.95	-2216.8378200531
1	3325.2567300797
1.05	-4987.8850951195
1.1	7481.8276426792
1.15	-11222.7414640188
1.2	16834.1121960282
1.25	-25251.1682940423
1.3	37876.7524410635
1.35	-56815.1286615953
1.4	85222.6929923929
1.45	-127834.039488589
1.5	191751.059232884
1.55	-287626.588849326
1.6	431439.883273989
1.65	-647159.824910984
1.7	970739.737366476
1.75	-1456109.60604971
1.8	2184164.40907457
1.85	-3276246.61361186
1.9	4914369.92041779
1.95	-7371554.88062668
2	11057332.32094

