   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e-03   0.0000000e+00   1.0940511e+00   9.4828424e-01   1.0355072e+00   9.7235852e-01   1.0223793e+00   9.8112961e-01   1.0155210e+00   9.8764187e-01   1.0102591e+00   9.9280191e-01   1.0052144e+00   9.9800413e-01   9.9866230e-01   1.0034882e+00   9.9306328e-01   1.0103341e+00   9.8742617e-01   1.0157197e+00   9.8216626e-01   1.0203622e+00   9.7775744e-01   1.0235402e+00   9.7596606e-01   1.0234022e+00
   2.0000000e-03   0.0000000e+00   8.7729368e-01   1.0316061e+00   9.8847248e-01   9.9735211e-01   1.0113804e+00   9.8528102e-01   1.0199382e+00   9.7598105e-01   1.0257223e+00   9.7155768e-01   1.0296153e+00   9.6903808e-01   1.0312754e+00   9.6881904e-01   1.0296924e+00   9.7308712e-01   1.0248943e+00   9.8013090e-01   1.0163399e+00   9.9107522e-01   1.0001747e+00   1.0060025e+00   9.8322037e-01   1.0283025e+00
   3.0000000e-03   0.0000000e+00   4.8272019e-01   1.1865098e+00   8.8617887e-01   1.0815609e+00   9.3724035e-01   1.0518901e+00   9.5881957e-01   1.0314760e+00   9.7453313e-01   1.0163711e+00   9.8927837e-01   1.0013255e+00   1.0083074e+00   9.8558689e-01   1.0242652e+00   9.6612012e-01   1.0401877e+00   9.5105614e-01   1.0548313e+00   9.3834871e-01   1.0664927e+00   9.3012529e-01   1.0705387e+00   9.3214971e-01
   4.0000000e-03   0.0000000e+00   1.9380603e-01   1.1465142e+00   9.3447728e-01   1.0532864e+00   9.4776350e-01   1.0497163e+00   9.4651897e-01   1.0569380e+00   9.4228347e-01   1.0602808e+00   9.3894776e-01   1.0616804e+00   9.3946507e-01   1.0594323e+00   9.4490895e-01   1.0483944e+00   9.5619715e-01   1.0329810e+00   9.7443100e-01   1.0103638e+00   1.0072329e+00   9.8044969e-01   1.0407305e+00   9.3691012e-01
   5.0000000e-03   0.0000000e+00   6.0061756e-02   8.7312129e-01   1.1290878e+00   9.0352958e-01   1.0728546e+00   9.3908032e-01   1.0451199e+00   9.6931573e-01   1.0228383e+00   9.9097894e-01   1.0011115e+00   1.0131432e+00   9.7241413e-01   1.0364603e+00   9.4897756e-01   1.0649805e+00   9.2590537e-01   1.0863635e+00   9.0532644e-01   1.1035044e+00   8.9103653e-01   1.1129592e+00   8.8855133e-01   1.1044612e+00
   6.0000000e-03   0.0000000e+00   1.4963318e-02   5.3206298e-01   1.2524975e+00   8.3501534e-01   1.1290419e+00   8.9039444e-01   1.1019100e+00   9.0227345e-01   1.0943104e+00   9.0769084e-01   1.0906439e+00   9.1264769e-01   1.0820421e+00   9.2127988e-01   1.0694823e+00   9.4276563e-01   1.0493722e+00   9.6823273e-01   1.0200996e+00   1.0031585e+00   9.7065338e-01   1.0474824e+00   9.2205407e-01   1.1094501e+00
   7.0000000e-03   0.0000000e+00   3.0851606e-03   2.6688739e-01   1.1566838e+00   9.6588796e-01   1.0053680e+00   1.0083324e+00   9.9823038e-01   9.9157942e-01   1.0121354e+00   9.7405679e-01   1.0327840e+00   9.5158738e-01   1.0642981e+00   9.2626264e-01   1.0897326e+00   8.9535055e-01   1.1145026e+00   8.7324028e-01   1.1353651e+00   8.5743539e-01   1.1450054e+00   8.5258843e-01   1.1402343e+00   8.7428985e-01
   8.0000000e-03   0.0000000e+00   5.3777833e-04   1.1302306e-01   8.8433010e-01   1.1822371e+00   8.3467491e-01   1.1501863e+00   8.6564986e-01   1.1226096e+00   8.8325553e-01   1.1082864e+00   8.9566971e-01   1.0951081e+00   9.1608630e-01   1.0780736e+00   9.3736595e-01   1.0439697e+00   9.6727658e-01   1.0081744e+00   1.0075721e+00   9.6183742e-01   1.0715586e+00   9.0549063e-01   1.1317770e+00   8.3077268e-01
   9.0000000e-03   0.0000000e+00   8.0534155e-05   4.1238918e-02   5.7012694e-01   1.2862199e+00   8.1823886e-01   1.1223958e+00   9.0032535e-01   1.0919612e+00   9.1567290e-01   1.0902743e+00   9.0814279e-01   1.1032347e+00   8.8455707e-01   1.1227728e+00   8.6446706e-01   1.1468191e+00   8.4502475e-01   1.1626948e+00   8.3088535e-01   1.1702391e+00   8.3460424e-01   1.1637552e+00   8.5294134e-01   1.1216294e+00
   1.0000000e-02   0.0000000e+00   1.0490367e-05   1.3174090e-02   3.1627768e-01   1.1859088e+00   9.9223115e-01   9.3589231e-01   1.0800813e+00   9.1838305e-01   1.0867843e+00   9.2144703e-01   1.0777102e+00   9.3492504e-01   1.0498652e+00   9.5661722e-01   1.0229986e+00   1.0006288e+00   9.8590855e-01   1.0437101e+00   9.3772186e-01   1.0975426e+00   8.6516663e-01   1.1605829e+00   7.9974789e-01   1.2385455e+00
   1.1000000e-02   0.0000000e+00   1.2002348e-06   3.7321380e-03   1.5361458e-01   9.3171106e-01   1.2127834e+00   7.8363557e-01   1.1929218e+00   8.2462917e-01   1.1627752e+00   8.4173557e-01   1.1551958e+00   8.4184477e-01   1.1624952e+00   8.3338700e-01   1.1717808e+00   8.2483617e-01   1.1799149e+00   8.2113538e-01   1.1811313e+00   8.2782804e-01   1.1564114e+00   8.5122688e-01   1.1196285e+00   9.1889887e-01
   1.2000000e-02   0.0000000e+00   1.2155676e-07   9.4732940e-04   6.6250551e-02   6.3422915e-01   1.3103493e+00   8.2080579e-01   1.1008555e+00   9.4043237e-01   1.0269603e+00   9.7944328e-01   1.0095648e+00   9.8237196e-01   1.0304863e+00   9.6609085e-01   1.0545071e+00   9.2144058e-01   1.0918569e+00   8.7799087e-01   1.1410622e+00   8.2404351e-01   1.2116129e+00   7.6281672e-01   1.2728706e+00   6.9487152e-01
   1.3000000e-02   0.0000000e+00   1.0965847e-08   2.1728301e-04   2.5662517e-02   3.8023388e-01   1.2182957e+00   1.0242348e+00   8.8771663e-01   1.1441480e+00   8.3673383e-01   1.1652442e+00   8.2911215e-01   1.1698357e+00   8.3172014e-01   1.1725866e+00   8.3057986e-01   1.1637094e+00   8.3447118e-01   1.1539294e+00   8.4831882e-01   1.1309232e+00   8.9699546e-01   1.0887818e+00   9.5318880e-01   9.9571871e-01
   1.4000000e-02   0.0000000e+00   8.8562004e-10   4.5351130e-05   9.0117932e-03   2.0356014e-01   9.8310539e-01   1.2417239e+00   7.5301739e-01   1.2154375e+00   8.2018647e-01   1.1592401e+00   8.6099188e-01   1.1367132e+00   8.5870120e-01   1.1403118e+00   8.4486135e-01   1.1736851e+00   8.1509995e-01   1.2094341e+00   7.7339194e-01   1.2545375e+00   7.1829836e-01   1.3038656e+00   6.7183741e-01   1.3468187e+00
   1.5000000e-02   0.0000000e+00   6.4293259e-11   8.6648629e-06   2.8911672e-03   9.8417873e-02   6.9900292e-01   1.3292156e+00   8.1568078e-01   1.0758124e+00   1.0056482e+00   9.5659238e-01   1.0784166e+00   9.1163193e-01   1.0914404e+00   8.9622792e-01   1.0976214e+00   9.1309259e-01   1.0888138e+00   9.3072190e-01   1.0642027e+00   9.6605689e-01   9.9657754e-01   1.0230031e+00   9.2575291e-01   1.1334247e+00
