   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   5.0000000e-05   0.0000000e+00   9.6753398e-01   9.7868499e-01   9.8296413e-01   9.8533709e-01   9.8683409e-01   9.8782955e-01   9.8850613e-01   9.8897016e-01   9.8928958e-01   9.8950980e-01   9.8966172e-01   9.8976654e-01   9.8983888e-01   9.8988881e-01   9.8992326e-01   9.8994704e-01   9.8996345e-01   9.8997477e-01   9.8998259e-01   9.8998799e-01   9.8999171e-01   9.8999428e-01   9.8999605e-01   9.8999727e-01   9.8999834e-01   9.8999885e-01   9.8999921e-01   9.8999945e-01   9.8999962e-01   9.8999974e-01   9.8999982e-01   9.8999988e-01   9.8999991e-01   9.8999994e-01   9.8999996e-01   9.8999997e-01   9.8999998e-01   9.8999999e-01   9.8999999e-01   9.8999999e-01   9.9000000e-01   9.9000000e-01   9.9000000e-01   9.9000000e-01   9.9000000e-01   9.9000000e-01   9.9000000e-01   9.9000000e-01   9.9000000e-01
   1.0000000e-04   0.0000000e+00   9.3514892e-01   9.5738771e-01   9.6593667e-01   9.7067916e-01   9.7367141e-01   9.7566127e-01   9.7701375e-01   9.7794133e-01   9.7857986e-01   9.7902008e-01   9.7932376e-01   9.7953331e-01   9.7967792e-01   9.7977772e-01   9.7984660e-01   9.7989413e-01   9.7992693e-01   9.7994957e-01   9.7996520e-01   9.7997598e-01   9.7998342e-01   9.7998856e-01   9.7999211e-01   9.7999455e-01   9.7999668e-01   9.7999771e-01   9.7999842e-01   9.7999891e-01   9.7999925e-01   9.7999948e-01   9.7999964e-01   9.7999975e-01   9.7999983e-01   9.7999988e-01   9.7999992e-01   9.7999994e-01   9.7999996e-01   9.7999997e-01   9.7999998e-01   9.7999999e-01   9.7999999e-01   9.7999999e-01   9.8000000e-01   9.8000000e-01   9.8000000e-01   9.8000000e-01   9.8000000e-01   9.8000000e-01   9.8000000e-01
   1.5000000e-04   0.0000000e+00   9.0292415e-01   9.3612583e-01   9.4892602e-01   9.5603120e-01   9.6051519e-01   9.6349734e-01   9.6552433e-01   9.6691454e-01   9.6787155e-01   9.6853133e-01   9.6898648e-01   9.6930055e-01   9.6951728e-01   9.6966686e-01   9.6977008e-01   9.6984133e-01   9.6989049e-01   9.6992442e-01   9.6994784e-01   9.6996400e-01   9.6997516e-01   9.6998285e-01   9.6998817e-01   9.6999183e-01   9.6999502e-01   9.6999656e-01   9.6999763e-01   9.6999836e-01   9.6999887e-01   9.6999922e-01   9.6999946e-01   9.6999963e-01   9.6999974e-01   9.6999982e-01   9.6999988e-01   9.6999992e-01   9.6999994e-01   9.6999996e-01   9.6999997e-01   9.6999998e-01   9.6999999e-01   9.6999999e-01   9.6999999e-01   9.7000000e-01   9.7000000e-01   9.7000000e-01   9.7000000e-01   9.7000000e-01   9.7000000e-01
   2.0000000e-04   0.0000000e+00   8.7093613e-01   9.1491693e-01   9.3194054e-01   9.4139817e-01   9.4736864e-01   9.5133991e-01   9.5403935e-01   9.5589081e-01   9.5716533e-01   9.5804403e-01   9.5865020e-01   9.5906847e-01   9.5935712e-01   9.5955632e-01   9.5969380e-01   9.5978868e-01   9.5985416e-01   9.5989935e-01   9.5993054e-01   9.5995206e-01   9.5996691e-01   9.5997717e-01   9.5998424e-01   9.5998912e-01   9.5999337e-01   9.5999542e-01   9.5999684e-01   9.5999782e-01   9.5999850e-01   9.5999896e-01   9.5999928e-01   9.5999951e-01   9.5999966e-01   9.5999976e-01   9.5999984e-01   9.5999989e-01   9.5999992e-01   9.5999995e-01   9.5999996e-01   9.5999997e-01   9.5999998e-01   9.5999999e-01   9.5999999e-01   9.5999999e-01   9.6000000e-01   9.6000000e-01   9.6000000e-01   9.6000000e-01   9.6000000e-01
   2.5000000e-04   0.0000000e+00   8.3925744e-01   8.9377839e-01   9.1498856e-01   9.2678502e-01   9.3423498e-01   9.3919114e-01   9.4256029e-01   9.4487114e-01   9.4646192e-01   9.4755866e-01   9.4831525e-01   9.4883731e-01   9.4919759e-01   9.4944622e-01   9.4961782e-01   9.4973624e-01   9.4981797e-01   9.4987437e-01   9.4991330e-01   9.4994016e-01   9.4995870e-01   9.4997150e-01   9.4998033e-01   9.4998643e-01   9.4999172e-01   9.4999429e-01   9.4999606e-01   9.4999728e-01   9.4999812e-01   9.4999870e-01   9.4999911e-01   9.4999938e-01   9.4999957e-01   9.4999971e-01   9.4999980e-01   9.4999986e-01   9.4999990e-01   9.4999993e-01   9.4999995e-01   9.4999997e-01   9.4999998e-01   9.4999998e-01   9.4999999e-01   9.4999999e-01   9.5000000e-01   9.5000000e-01   9.5000000e-01   9.5000000e-01   9.5000000e-01
   3.0000000e-04   0.0000000e+00   8.0795611e-01   8.7272738e-01   8.9807834e-01   9.1219667e-01   9.2111739e-01   9.2705318e-01   9.3108861e-01   9.3385654e-01   9.3576200e-01   9.3707570e-01   9.3798196e-01   9.3860730e-01   9.3903885e-01   9.3933667e-01   9.3954221e-01   9.3968406e-01   9.3978196e-01   9.3984952e-01   9.3989615e-01   9.3992833e-01   9.3995053e-01   9.3996586e-01   9.3997644e-01   9.3998374e-01   9.3999008e-01   9.3999316e-01   9.3999528e-01   9.3999674e-01   9.3999775e-01   9.3999845e-01   9.3999893e-01   9.3999926e-01   9.3999949e-01   9.3999965e-01   9.3999976e-01   9.3999983e-01   9.3999988e-01   9.3999992e-01   9.3999994e-01   9.3999996e-01   9.3999997e-01   9.3999998e-01   9.3999999e-01   9.3999999e-01   9.3999999e-01   9.4000000e-01   9.4000000e-01   9.4000000e-01   9.4000000e-01
   3.5000000e-04   0.0000000e+00   7.7709511e-01   8.5178079e-01   8.8121807e-01   8.9763800e-01   9.0801906e-01   9.1492818e-01   9.1962577e-01   9.2284802e-01   9.2506627e-01   9.2659563e-01   9.2765067e-01   9.2837867e-01   9.2888106e-01   9.2922778e-01   9.2946705e-01   9.2963219e-01   9.2974616e-01   9.2982481e-01   9.2987910e-01   9.2991656e-01   9.2994241e-01   9.2996026e-01   9.2997257e-01   9.2998107e-01   9.2998846e-01   9.2999203e-01   9.2999450e-01   9.2999621e-01   9.2999738e-01   9.2999819e-01   9.2999875e-01   9.2999914e-01   9.2999941e-01   9.2999959e-01   9.2999972e-01   9.2999980e-01   9.2999987e-01   9.2999991e-01   9.2999994e-01   9.2999996e-01   9.2999997e-01   9.2999998e-01   9.2999999e-01   9.2999999e-01   9.2999999e-01   9.3000000e-01   9.3000000e-01   9.3000000e-01   9.3000000e-01
   4.0000000e-04   0.0000000e+00   7.4673201e-01   8.3095518e-01   8.6441585e-01   8.8311388e-01   8.9494313e-01   9.0281824e-01   9.0817323e-01   9.1184657e-01   9.1437541e-01   9.1611892e-01   9.1732169e-01   9.1815163e-01   9.1872438e-01   9.1911964e-01   9.1939243e-01   9.1958069e-01   9.1971061e-01   9.1980028e-01   9.1986217e-01   9.1990487e-01   9.1993435e-01   9.1995469e-01   9.1996873e-01   9.1997842e-01   9.1998684e-01   9.1999092e-01   9.1999373e-01   9.1999567e-01   9.1999701e-01   9.1999794e-01   9.1999858e-01   9.1999902e-01   9.1999932e-01   9.1999953e-01   9.1999968e-01   9.1999978e-01   9.1999985e-01   9.1999989e-01   9.1999993e-01   9.1999995e-01   9.1999997e-01   9.1999998e-01   9.1999998e-01   9.1999999e-01   9.1999999e-01   9.1999999e-01   9.2000000e-01   9.2000000e-01   9.2000000e-01
   4.5000000e-04   0.0000000e+00   7.1691883e-01   8.1026674e-01   8.4767967e-01   8.6862909e-01   8.8189274e-01   8.9072549e-01   8.9673242e-01   9.0085318e-01   9.0369011e-01   9.0564604e-01   9.0699536e-01   9.0792642e-01   9.0856895e-01   9.0901237e-01   9.0931840e-01   9.0952960e-01   9.0967535e-01   9.0977595e-01   9.0984537e-01   9.0989328e-01   9.0992635e-01   9.0994917e-01   9.0996492e-01   9.0997579e-01   9.0998523e-01   9.0998981e-01   9.0999297e-01   9.0999515e-01   9.0999665e-01   9.0999769e-01   9.0999840e-01   9.0999890e-01   9.0999924e-01   9.0999948e-01   9.0999964e-01   9.0999975e-01   9.0999983e-01   9.0999988e-01   9.0999992e-01   9.0999994e-01   9.0999996e-01   9.0999997e-01   9.0999998e-01   9.0999999e-01   9.0999999e-01   9.0999999e-01   9.1000000e-01   9.1000000e-01   9.1000000e-01
