   2.5000000e-03   2.5922756e-05   2.3674630e-02   1.0887592e-01   4.4450759e-01   5.0000000e-01
   2.5500000e-03   2.0219423e-05   2.1174197e-02   1.0209223e-01   4.3453634e-01   4.9000000e-01
   2.6000000e-03   1.5762280e-05   1.8913761e-02   9.5655157e-02   4.2461984e-01   4.8000000e-01
   2.6500000e-03   1.2281167e-05   1.6873357e-02   8.9552803e-02   4.1475797e-01   4.7000000e-01
   2.7000000e-03   9.5639605e-06   1.5034300e-02   8.3773240e-02   4.0495061e-01   4.6000000e-01
   2.7500000e-03   7.4442394e-06   1.3379149e-02   7.8304550e-02   3.9519757e-01   4.5000000e-01
   2.8000000e-03   5.7915379e-06   1.1891668e-02   7.3134861e-02   3.8549858e-01   4.4000000e-01
   2.8500000e-03   4.5036514e-06   1.0556781e-02   6.8252377e-02   3.7585336e-01   4.3000000e-01
   2.9000000e-03   3.5005714e-06   9.3605236e-03   6.3645412e-02   3.6626155e-01   4.2000000e-01
   2.9500000e-03   2.7197073e-06   8.2899909e-03   5.9302417e-02   3.5672274e-01   4.1000000e-01
   3.0000000e-03   2.1121266e-06   7.3332860e-03   5.5212006e-02   3.4723647e-01   4.0000000e-01
   3.0500000e-03   1.6395986e-06   6.4794659e-03   5.1362982e-02   3.3780223e-01   3.9000000e-01
   3.1000000e-03   1.2722721e-06   5.7184866e-03   4.7744355e-02   3.2841947e-01   3.8000000e-01
   3.1500000e-03   9.8685237e-07   5.0411497e-03   4.4345362e-02   3.1908757e-01   3.7000000e-01
   3.2000000e-03   7.6517137e-07   4.4390483e-03   4.1155485e-02   3.0980586e-01   3.6000000e-01
   3.2500000e-03   5.9306737e-07   3.9045149e-03   3.8164465e-02   3.0057364e-01   3.5000000e-01
   3.3000000e-03   4.5950732e-07   3.4305701e-03   3.5362314e-02   2.9139014e-01   3.4000000e-01
   3.3500000e-03   3.5590003e-07   3.0108732e-03   3.2739325e-02   2.8225456e-01   3.3000000e-01
   3.4000000e-03   2.7555910e-07   2.6396748e-03   3.0286082e-02   2.7316605e-01   3.2000000e-01
   3.4500000e-03   2.1328309e-07   2.3117713e-03   2.7993466e-02   2.6412369e-01   3.1000000e-01
   3.5000000e-03   1.6502764e-07   2.0224614e-03   2.5852657e-02   2.5512655e-01   3.0000000e-01
   3.5500000e-03   1.2764948e-07   1.7675056e-03   2.3855143e-02   2.4617363e-01   2.9000000e-01
   3.6000000e-03   9.8706766e-08   1.5430867e-03   2.1992714e-02   2.3726390e-01   2.8000000e-01
   3.6500000e-03   7.6303335e-08   1.3457744e-03   2.0257469e-02   2.2839628e-01   2.7000000e-01
   3.7000000e-03   5.8967400e-08   1.1724905e-03   1.8641809e-02   2.1956966e-01   2.6000000e-01
   3.7500000e-03   4.5557016e-08   1.0204775e-03   1.7138437e-02   2.1078287e-01   2.5000000e-01
   3.8000000e-03   3.5186514e-08   8.8726900e-04   1.5740354e-02   2.0203472e-01   2.4000000e-01
   3.8500000e-03   2.7169244e-08   7.7066231e-04   1.4440854e-02   1.9332397e-01   2.3000000e-01
   3.9000000e-03   2.0973054e-08   6.6869312e-04   1.3233515e-02   1.8464935e-01   2.2000000e-01
   3.9500000e-03   1.6185673e-08   5.7961224e-04   1.2112197e-02   1.7600955e-01   2.1000000e-01
   4.0000000e-03   1.2487819e-08   5.0186413e-04   1.1071029e-02   1.6740323e-01   2.0000000e-01
   4.0500000e-03   9.6323068e-09   4.3406724e-04   1.0104404e-02   1.5882903e-01   1.9000000e-01
   4.1000000e-03   7.4278309e-09   3.7499605e-04   9.2069661e-03   1.5028552e-01   1.8000000e-01
   4.1500000e-03   5.7263801e-09   3.2356464e-04   8.3736052e-03   1.4177128e-01   1.7000000e-01
   4.2000000e-03   4.4134737e-09   2.7881174e-04   7.5994422e-03   1.3328484e-01   1.6000000e-01
   4.2500000e-03   3.4005900e-09   2.3988714e-04   6.8798197e-03   1.2482471e-01   1.5000000e-01
   4.3000000e-03   2.6192973e-09   2.0603930e-04   6.2102906e-03   1.1638938e-01   1.4000000e-01
   4.3500000e-03   2.0167058e-09   1.7660420e-04   5.5866060e-03   1.0797729e-01   1.3000000e-01
   4.4000000e-03   1.5519432e-09   1.5099516e-04   5.0047028e-03   9.9586892e-02   1.2000000e-01
   4.4500000e-03   1.1934258e-09   1.2869365e-04   4.4606919e-03   9.1216594e-02   1.1000000e-01
   4.5000000e-03   9.1674438e-10   1.0924096e-04   3.9508448e-03   8.2864791e-02   9.9999999e-02
   4.5500000e-03   7.0302645e-10   9.2230670e-05   3.4715812e-03   7.4529861e-02   8.9999999e-02
   4.6000000e-03   5.3766767e-10   7.7301782e-05   3.0194557e-03   6.6210163e-02   8.0000000e-02
   4.6500000e-03   4.0934771e-10   6.4132524e-05   2.5911448e-03   5.7904042e-02   7.0000000e-02
   4.7000000e-03   3.0926589e-10   5.2434657e-05   2.1834336e-03   4.9609832e-02   6.0000000e-02
   4.7500000e-03   2.3054558e-10   4.1948285e-05   1.7932020e-03   4.1325851e-02   5.0000000e-02
   4.8000000e-03   1.6776788e-10   3.2437065e-05   1.4174120e-03   3.3050410e-02   4.0000000e-02
   4.8500000e-03   1.1660328e-10   2.3683768e-05   1.0530932e-03   2.4781812e-02   3.0000000e-02
   4.9000000e-03   7.3516782e-11   1.5486117e-05   6.9733021e-04   1.6518351e-02   2.0000000e-02
   4.9500000e-03   3.5526551e-11   7.6528603e-06   3.4724825e-04   8.2583182e-03   9.9999999e-03
   5.0000000e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
