   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e-03   0.0000000e+00   1.0247985e+00   9.9066585e-01   9.9969373e-01   1.0020423e+00   1.0013107e+00
   2.0000000e-03   0.0000000e+00   9.9110961e-01   9.9253734e-01   9.9230291e-01   9.9791594e-01   1.0020965e+00
   3.0000000e-03   0.0000000e+00   9.1795319e-01   1.0259919e+00   9.9976733e-01   9.9366208e-01   9.9622450e-01
   4.0000000e-03   0.0000000e+00   9.5375899e-01   1.0254626e+00   1.0153821e+00   1.0033263e+00   9.9542874e-01
   5.0000000e-03   0.0000000e+00   1.1006053e+00   9.6869511e-01   1.0042316e+00   1.0111267e+00   1.0057229e+00
   6.0000000e-03   0.0000000e+00   1.1972579e+00   9.4222919e-01   9.7810825e-01   9.9722936e-01   1.0077172e+00
   7.0000000e-03   0.0000000e+00   1.1198065e+00   1.0044212e+00   9.8638649e-01   9.8375521e-01   9.9333499e-01
   8.0000000e-03   0.0000000e+00   8.8711659e-01   1.0829802e+00   1.0239006e+00   9.9936885e-01   9.8837317e-01
   9.0000000e-03   0.0000000e+00   6.0227272e-01   1.0692708e+00   1.0283772e+00   1.0207353e+00   1.0059584e+00
   1.0000000e-02   0.0000000e+00   3.5629497e-01   9.6155895e-01   9.8411311e-01   1.0077028e+00   1.0160314e+00
   1.1000000e-02   0.0000000e+00   1.8652882e-01   8.6811757e-01   9.5628031e-01   9.7742200e-01   9.9712054e-01
   1.2000000e-02   0.0000000e+00   8.7557459e-02   8.8842865e-01   9.9295518e-01   9.8169829e-01   9.7988422e-01
   1.3000000e-02   0.0000000e+00   3.7253848e-02   1.0196290e+00   1.0476115e+00   1.0188267e+00   9.9686888e-01
   1.4000000e-02   0.0000000e+00   1.4497591e-02   1.1695179e+00   1.0417409e+00   1.0302115e+00   1.0223940e+00
   1.5000000e-02   0.0000000e+00   5.1992698e-03   1.2359370e+00   9.7577954e-01   9.9331684e-01   1.0120140e+00
   1.6000000e-02   0.0000000e+00   1.7293310e-03   1.1717376e+00   9.3216952e-01   9.6177218e-01   9.7918438e-01
   1.7000000e-02   0.0000000e+00   5.3637277e-04   9.9592997e-01   9.6995210e-01   9.8592168e-01   9.7752071e-01
   1.8000000e-02   0.0000000e+00   1.5586455e-04   7.6468877e-01   1.0504289e+00   1.0347455e+00   1.0133313e+00
   1.9000000e-02   0.0000000e+00   4.2608465e-05   5.3523618e-01   1.0824091e+00   1.0378472e+00   1.0314927e+00
   2.0000000e-02   0.0000000e+00   1.0996946e-05   3.4443294e-01   1.0257697e+00   9.8645727e-01   1.0009144e+00
   2.1000000e-02   0.0000000e+00   2.6881689e-06   2.0529895e-01   9.3410151e-01   9.4843119e-01   9.6561499e-01
   2.2000000e-02   0.0000000e+00   6.2413660e-07   1.1406422e-01   8.9784375e-01   9.7710093e-01   9.8007466e-01
   2.3000000e-02   0.0000000e+00   1.3798915e-07   5.9394364e-02   9.5558747e-01   1.0392666e+00   1.0262707e+00
   2.4000000e-02   0.0000000e+00   2.9117076e-08   2.9119885e-02   1.0609883e+00   1.0566480e+00   1.0375510e+00
   2.5000000e-02   0.0000000e+00   5.8761185e-09   1.3496522e-02   1.1270220e+00   1.0043143e+00   9.9486282e-01
   2.6000000e-02   0.0000000e+00   1.1363059e-09   5.9340968e-03   1.0987342e+00   9.4186654e-01   9.5588164e-01
   2.7000000e-02   0.0000000e+00   2.1091808e-10   2.4826427e-03   9.9236053e-01   9.4281703e-01   9.7576292e-01
   2.8000000e-02   0.0000000e+00   3.7638885e-11   9.9099709e-04   8.7792090e-01   1.0096615e+00   1.0306641e+00
   2.9000000e-02   0.0000000e+00   6.4669643e-12   3.7833074e-04   8.2844676e-01   1.0714329e+00   1.0483588e+00
   3.0000000e-02   0.0000000e+00   1.0712565e-12   1.3843488e-04   8.7583002e-01   1.0612517e+00   1.0033443e+00
   3.1000000e-02   0.0000000e+00   1.7130165e-13   4.8644661e-05   9.9842812e-01   9.8628920e-01   9.5072606e-01
   3.2000000e-02   0.0000000e+00   2.6473565e-14   1.6443807e-05   1.1394767e+00   9.1912259e-01   9.5695670e-01
   3.3000000e-02   0.0000000e+00   3.9583990e-15   5.3559996e-06   1.2383896e+00   9.2537555e-01   1.0171015e+00
   3.4000000e-02   0.0000000e+00   5.7322558e-16   1.6833864e-06   1.2559710e+00   1.0021778e+00   1.0604784e+00
   3.5000000e-02   0.0000000e+00   8.0472060e-17   5.1122779e-07   1.1839729e+00   1.0829872e+00   1.0347781e+00
   3.6000000e-02   0.0000000e+00   1.0961440e-17   1.5019971e-07   1.0400956e+00   1.0978953e+00   9.6701147e-01
   3.7000000e-02   0.0000000e+00   1.4499714e-18   4.2740947e-08   8.5548156e-01   1.0322156e+00   9.3248130e-01
   3.8000000e-02   0.0000000e+00   1.8640855e-19   1.1792344e-08   6.6209728e-01   9.3568054e-01   9.7074536e-01
   3.9000000e-02   0.0000000e+00   2.3308422e-20   3.1576628e-09   4.8442999e-01   8.8097209e-01   1.0429975e+00
   4.0000000e-02   0.0000000e+00   2.8366708e-21   8.2137406e-10   3.3646679e-01   9.0916501e-01   1.0740774e+00
   4.1000000e-02   0.0000000e+00   3.3623749e-22   2.0773041e-10   2.2265682e-01   1.0030000e+00   1.0306112e+00
   4.2000000e-02   0.0000000e+00   3.8841999e-23   5.1120369e-11   1.4082887e-01   1.1023108e+00   9.5389582e-01
   4.3000000e-02   0.0000000e+00   4.3756089e-24   1.2250465e-11   8.5371881e-02   1.1451340e+00   9.1795260e-01
   4.4000000e-02   0.0000000e+00   4.8095818e-25   2.8607936e-12   4.9723753e-02   1.1048348e+00   9.5816300e-01
   4.5000000e-02   0.0000000e+00   5.1611505e-26   6.5146180e-13   2.7885165e-02   1.0020254e+00   1.0393823e+00
   4.6000000e-02   0.0000000e+00   5.4098290e-27   1.4475614e-13   1.5085949e-02   8.8916692e-01   1.0895905e+00
   4.7000000e-02   0.0000000e+00   5.5416037e-28   3.1404585e-14   7.8868470e-03   8.2123707e-01   1.0641307e+00
   4.8000000e-02   0.0000000e+00   5.5502146e-29   6.6558878e-15   3.9905401e-03   8.2995936e-01   9.8280057e-01
   4.9000000e-02   0.0000000e+00   5.4375711e-30   1.3788347e-15   1.9568570e-03   9.1297348e-01   9.1122429e-01
   5.0000000e-02   0.0000000e+00   5.2132800e-31   2.7934219e-16   9.3117641e-04   1.0393291e+00   9.0663692e-01
   5.1000000e-02   0.0000000e+00   4.8933947e-32   5.5372374e-17   4.3047571e-04   1.1650284e+00   9.7394949e-01
   5.2000000e-02   0.0000000e+00   4.4985993e-33   1.0744502e-17   1.9353778e-04   1.2498968e+00   1.0643927e+00
   5.3000000e-02   0.0000000e+00   4.0520989e-34   2.0417895e-18   8.4703870e-05   1.2691572e+00   1.1132997e+00
   5.4000000e-02   0.0000000e+00   3.5775004e-35   3.8014878e-19   3.6120105e-05   1.2171816e+00   1.0859915e+00
   5.5000000e-02   0.0000000e+00   3.0969298e-36   6.9373337e-20   1.5019736e-05   1.1045546e+00   9.9945733e-01
   5.6000000e-02   0.0000000e+00   2.6295673e-37   1.2413630e-20   6.0950485e-06   9.5149541e-01   9.0841368e-01
   5.7000000e-02   0.0000000e+00   2.1906966e-38   2.1788940e-21   2.4154882e-06   7.8079163e-01   8.6902330e-01
   5.8000000e-02   0.0000000e+00   1.7912812e-39   3.7528546e-22   9.3548461e-07   6.1239071e-01   9.0533707e-01
   5.9000000e-02   0.0000000e+00   1.4380120e-40   6.3449297e-23   3.5427876e-07   4.6048175e-01   9.9777549e-01
   6.0000000e-02   0.0000000e+00   1.1337243e-41   1.0533594e-23   1.3127637e-07   3.3286521e-01   1.0969950e+00
   6.1000000e-02   0.0000000e+00   8.7805791e-43   1.7177136e-24   4.7621414e-08   2.3186883e-01   1.1518802e+00
   6.2000000e-02   0.0000000e+00   6.6823613e-44   2.7522252e-25   1.6920761e-08   1.5597640e-01   1.1350214e+00
   6.3000000e-02   0.0000000e+00   4.9985520e-45   4.3341700e-26   5.8918890e-09   1.0151661e-01   1.0535361e+00
   6.4000000e-02   0.0000000e+00   3.6760255e-46   6.7102970e-27   2.0114537e-09   6.4033260e-02   9.4267040e-01
   6.5000000e-02   0.0000000e+00   2.6585315e-47   1.0216735e-27   6.7356524e-10   3.9202635e-02   8.4814742e-01
   6.6000000e-02   0.0000000e+00   1.8912095e-48   1.5301487e-28   2.2133346e-10   2.3326545e-02   8.0691132e-01
   6.7000000e-02   0.0000000e+00   1.3236533e-49   2.2548569e-29   7.1398167e-11   1.3506359e-02   8.3437123e-01
   6.8000000e-02   0.0000000e+00   9.1168478e-51   3.2702209e-30   2.2618623e-11   7.6182761e-03   9.2167436e-01
   6.9000000e-02   0.0000000e+00   6.1808356e-52   4.6688869e-31   7.0395241e-12   4.1902579e-03   1.0417820e+00
   7.0000000e-02   0.0000000e+00   4.1254846e-53   6.5634143e-32   2.1531303e-12   2.2495117e-03   1.1602016e+00
   7.1000000e-02   0.0000000e+00   2.7115561e-54   9.0871000e-33   6.4742948e-13   1.1796807e-03   1.2457239e+00
   7.2000000e-02   0.0000000e+00   1.7553591e-55   1.2393547e-33   1.9144712e-13   6.0479190e-04   1.2778305e+00
   7.3000000e-02   0.0000000e+00   1.1194445e-56   1.6654576e-34   5.5689436e-14   3.0333603e-04   1.2494887e+00
   7.4000000e-02   0.0000000e+00   7.0341472e-58   2.2056131e-35   1.5940149e-14   1.4893862e-04   1.1658539e+00
   7.5000000e-02   0.0000000e+00   4.3558541e-59   2.8791897e-36   4.4908695e-15   7.1634907e-05   1.0404313e+00
   7.6000000e-02   0.0000000e+00   2.6586842e-60   3.7054535e-37   1.2456764e-15   3.3769678e-05   8.9044785e-01
   7.7000000e-02   0.0000000e+00   1.5998092e-61   4.7024593e-38   3.4027540e-16   1.5611645e-05   7.3280377e-01
   7.8000000e-02   0.0000000e+00   9.4918750e-63   5.8857457e-39   9.1562149e-17   7.0812526e-06   5.8133956e-01
   7.9000000e-02   0.0000000e+00   5.5538059e-64   7.2668912e-40   2.4275442e-17   3.1529579e-06   4.4556674e-01
   8.0000000e-02   0.0000000e+00   3.2051977e-65   8.8520191e-41   6.3428722e-18   1.3786943e-06   3.3060703e-01
   8.1000000e-02   0.0000000e+00   1.8247912e-66   1.0640360e-41   1.6336945e-18   5.9230266e-07   2.3790799e-01
   8.2000000e-02   0.0000000e+00   1.0250211e-67   1.2622996e-42   4.1487459e-19   2.5010333e-07   1.6630316e-01
   8.3000000e-02   0.0000000e+00   5.6817104e-69   1.4781911e-43   1.0390008e-19   1.0383900e-07   1.1308620e-01
   8.4000000e-02   0.0000000e+00   3.1082489e-70   1.7089483e-44   2.5665920e-20   4.2405627e-08   7.4902327e-02
   8.5000000e-02   0.0000000e+00   1.6784373e-71   1.9508498e-45   6.2549787e-21   1.7039524e-08   4.8379465e-02
   8.6000000e-02   0.0000000e+00   8.9476263e-73   2.1992776e-46   1.5042022e-21   6.7391382e-09   3.0504375e-02
   8.7000000e-02   0.0000000e+00   4.7095910e-74   2.4488415e-47   3.5700873e-22   2.6242156e-09   1.8793688e-02
   8.8000000e-02   0.0000000e+00   2.4478741e-75   2.6935640e-48   8.3641537e-23   1.0064035e-09   1.1323684e-02
   8.9000000e-02   0.0000000e+00   1.2565566e-76   2.9271164e-49   1.9346917e-23   3.8022949e-10   6.6778166e-03
   9.0000000e-02   0.0000000e+00   6.3711435e-78   3.1430942e-50   4.4189791e-24   1.4155941e-10   3.8571726e-03
   9.1000000e-02   0.0000000e+00   3.1911635e-79   3.3353145e-51   9.9683716e-25   5.1947466e-11   2.1836627e-03
   9.2000000e-02   0.0000000e+00   1.5791735e-80   3.4981151e-52   2.2212030e-25   1.8794525e-11   1.2124048e-03
   9.3000000e-02   0.0000000e+00   7.7216723e-82   3.6266359e-53   4.8896948e-26   6.7057018e-12   6.6059576e-04
   9.4000000e-02   0.0000000e+00   3.7311621e-83   3.7170616e-54   1.0635811e-26   2.3599490e-12   3.5331207e-04
   9.5000000e-02   0.0000000e+00   1.7818760e-84   3.7668099e-55   2.2862248e-27   8.1942747e-13   1.8581066e-04
