   0.0000000e+00   1.0000000e+00
   1.5848932e-02   9.6867693e-01
   3.1697864e-02   9.3809549e-01
   4.7546796e-02   9.0824373e-01
   6.3395728e-02   8.7910975e-01
   1.4264039e-01   7.4380808e-01
   2.2188505e-01   6.2467840e-01
   3.0112971e-01   5.2027342e-01
   3.8037437e-01   4.2924657e-01
   4.6238299e-01   3.4776522e-01
   5.4439161e-01   2.7784339e-01
   6.2640024e-01   2.1819834e-01
   7.0840886e-01   1.6766388e-01
   7.9447574e-01   1.2325396e-01
   8.8054261e-01   8.6540202e-02
   9.6660949e-01   5.6485372e-02
   1.0526764e+00   3.2164664e-02
   1.1431996e+00   1.1864953e-02
   1.2337228e+00  -3.8613771e-03
   1.3242460e+00  -1.5762954e-02
   1.4147692e+00  -2.4495636e-02
   1.5124781e+00  -3.1020393e-02
   1.6101871e+00  -3.5117983e-02
   1.7078960e+00  -3.7298957e-02
   1.8056049e+00  -3.8001553e-02
   1.9135067e+00  -3.7499000e-02
   2.0214085e+00  -3.6018348e-02
   2.1293103e+00  -3.3866245e-02
   2.2372122e+00  -3.1300406e-02
   2.3597450e+00  -2.8141109e-02
   2.4822778e+00  -2.4895502e-02
   2.6048106e+00  -2.1700510e-02
   2.7273435e+00  -1.8671122e-02
   2.8652073e+00  -1.5557832e-02
   3.0030712e+00  -1.2774985e-02
   3.1409351e+00  -1.0327543e-02
   3.2787990e+00  -8.2262553e-03
   3.4360322e+00  -6.2466555e-03
   3.5932654e+00  -4.6438702e-03
   3.7504986e+00  -3.3592672e-03
   3.9077317e+00  -2.3575267e-03
   4.0976071e+00  -1.4749571e-03
   4.2874824e+00  -8.5491015e-04
   4.4773578e+00  -4.2479530e-04
   4.6672331e+00  -1.4427964e-04
   4.9168995e+00   5.4734612e-05
   5.1665659e+00   1.4268203e-04
   5.4162323e+00   1.6964081e-04
   5.6658987e+00   1.6037322e-04
   5.9158987e+00   1.3391607e-04
   6.1658987e+00   1.0452481e-04
   6.4158987e+00   7.4005153e-05
   6.6658987e+00   4.8568749e-05
   6.9158987e+00   3.2301209e-05
   7.1658987e+00   2.0507150e-05
   7.4158987e+00   1.1291519e-05
   7.6658987e+00   5.1063707e-06
   7.9158987e+00   2.1176506e-06
   8.1658987e+00   4.2964521e-07
   8.4158987e+00  -5.3504672e-07
   8.6658987e+00  -9.5021795e-07
   8.9158987e+00  -9.6433757e-07
   9.1658987e+00  -8.5007756e-07
   9.4158987e+00  -6.6868439e-07
   9.6658987e+00  -4.8654545e-07
   9.7494240e+00  -4.3502431e-07
   9.8329493e+00  -3.8687872e-07
   9.9164747e+00  -3.4223179e-07
   1.0000000e+01  -3.0115370e-07
